SigmaMuscle,SigmaEpineurium,SigmaPerineurium,SigmaAlongFascicles,SigmaTransverseFascicles,ThermalConductivity_Fascicles,HeatTransferRate_Fascicles,ThermalConductivity_Saline,HeatTransferRate_Saline,ThermalConductivity_Connective_Tissue,HeatTransferRate_Connective_Tissue,EM_Shunting_Total_Current,EM_Shunting_Current_Nerve,EM_Shunting_Current_Outside,EM_Shunting_Shunted_Current,Dosimetry_Saline_PeakE,Dosimetry_Saline_Iso99E,Dosimetry_Saline_Iso98E,Dosimetry_Saline_icnirp_peaks,Dosimetry_Nerve_PeakE,Dosimetry_Nerve_Iso99E,Dosimetry_Nerve_Iso98E,Dosimetry_Nerve_icnirp_peaks,Dosimetry_Fascicles_PeakE,Dosimetry_Fascicles_Iso99E,Dosimetry_Fascicles_Iso98E,Dosimetry_Fascicles_icnirp_peaks,Thermal_Peak_Overall,Thermal_Peak_Nerve,Thermal_Peak_Saline
0.8105296106421488,0.1354717001508955,0.00496445857521,1.669324662304592,0.1021138777716998,0.3009090670855689,34615.014043851304,0.2324731525719103,1230.5476269345313,0.1457043777250806,1683.5556671060272,0.6576882442459464,0.4671510541811585,0.1905170065583661,28.96767556667328,355.6068594689538,1.2001727555644333,1.2001727555644333,114.92586167516802,43943.36568381531,879.9093973984818,831.0291973003922,2383.7532344669858,2307.9514256623056,818.9935110296229,698.336576568009,1095.1201058104446,0.22059052,0.22059052,0.15664662
0.8612633095554415,0.0642187723178981,0.0007265810682223,0.4588847934241405,0.0709691699802398,0.6303713658287028,5124.303157590859,0.2531311005076206,2360.724059916957,0.1385093013273418,2719.8364336629443,0.251891789957881,0.174695422174409,0.0771914128563366,30.644673109054565,556.1833103104416,0.6315901853512461,0.6315901853512461,147.72293150267086,200386.02274128693,2006.1509524227329,1783.252220075694,9399.341454341433,2694.8799516286576,1441.8972626469642,1363.9605403658063,1696.457192937764,0.48315415,0.48315415,0.3162708
0.4676375153463616,0.2014222675505804,0.0015698540375236,1.3571233639496152,0.0866281336702023,0.3743965118012961,18794.835291298677,0.575034163605591,6186.981599861687,0.2651600756766891,5736.137342718101,0.7352833054028451,0.5267827655188739,0.2084360021399334,28.347712755203247,366.903905555014,2.471664050032412,2.06356523535718,183.4360591798447,72105.85655712629,721.927052863985,641.7203904996453,3411.1778554962207,1476.3923080598406,560.0525185236878,505.8603804328401,696.0926674411504,0.08972325,0.08972325,0.049664356
0.2146692588642014,0.0801204577084011,0.001613733953094,0.6570256784302595,0.1888049133228926,0.5125379783286638,24209.50512231234,0.4039150969886264,946.6650147980114,0.2091747338462744,2238.072033971126,0.3336610388942063,0.2386264823144301,0.0950562680372968,28.48887145519257,831.6607352448555,4.675531767287247,4.675531767287247,392.2322945508511,127448.77102540544,1559.5915295807015,1417.824435553872,5927.180092518596,1699.7786008343237,1096.6858214460583,1041.859205138034,1294.8422838419729,0.3866931,0.3866931,0.28759658
1.0900318127618511,0.0426118176055309,0.0031568132424074,0.3029614501540829,0.1962574078113158,1.1308240423825149,7235.817662919407,0.6538429733283577,1438.034822766502,0.5851690941515423,855.3639917992339,0.1864951627794653,0.1278132986044511,0.0587043505220208,31.47768080234528,601.5849404330332,0.6793843967310894,0.6793843967310894,132.05730151960267,105908.38329052896,2945.202614261738,2709.5889285036887,6542.641000723324,3163.1690803996994,2146.320661075856,2065.3950083269,2583.813468388597,0.43096107,0.43096107,0.34849143
0.4256040980952503,0.0517386921743024,0.0021046722495027,0.7428895097656992,0.0594895813377171,0.1933969850880105,11930.261503726297,1.4657896978132796,1650.4748438061713,0.5030819754155061,1186.871382261524,0.2693258866202086,0.1910971477627754,0.0782131319283507,29.04033064842224,777.9204662425617,2.6217522850594293,1.756463541803288,221.67429215167937,116498.02197728038,2332.6976072489533,2073.5254747403687,6240.255983844334,4582.992602785495,1646.717239784948,1437.711528182479,2276.5919358735555,0.25158292,0.25158292,0.17696565
0.6791344506441088,0.0727174545787692,0.003647537936056,0.8359398408575415,0.028703524518798,1.0210799357811264,8348.744951425411,0.3131919580837264,5185.759736144032,0.3822660304837169,4424.3946882176215,0.3429267671890557,0.2414461778244003,0.1014095323625952,29.57177460193634,554.5429983161255,1.2499357630798509,1.2499357630798509,154.25629620481385,52452.01886206429,1808.7846803282896,1633.7504608061606,3697.3161990217327,6758.588911386158,2428.3437461656704,2014.8654751810752,3086.788374891898,0.20706174,0.20706174,0.15801732
1.1854185946547962,0.1542859483385906,0.0009689843157298,0.4878190783982737,0.0291672722294955,0.8756186180801092,20105.344097356887,0.1911429749940458,8019.075771708094,0.2344323369197413,2851.287134375508,0.4717194533441216,0.3244615800213069,0.1473076845286414,31.2278151512146,396.7559242167033,0.8920117207075982,0.4506918628525305,121.00473603260382,80996.85047553474,1081.1792712123467,991.082685863618,4393.4732852629695,2979.1431770509835,1057.1283834875117,947.7723693709692,1330.3293554661395,0.20444782,0.20444782,0.1473286
0.2427865283539701,0.0395034506312339,0.0042897663269031,1.1811505173166037,0.1571311325999488,0.5761876217645336,26376.346528929407,0.9515746358804982,1496.2882087914895,0.1543325292842333,1589.143749031024,0.281813001492992,0.2065887383650988,0.0752335690776817,26.696273684501648,928.0350241058904,4.173377665522749,4.173377665522749,282.9262915893707,87187.20952460743,2812.757982763406,2424.829469927341,6155.617459223934,2822.130715641808,1064.3570865802646,951.3573532834512,1600.8858685371022,0.31811553,0.31811553,0.19830999
0.3539958587591905,0.143551568090632,0.0018419651503914,0.9434246275952614,0.0432049049263211,0.2143875380752831,9331.042775149395,0.4894361741546466,3019.901322350294,0.5622548186377738,3846.039267410966,0.5314279114827514,0.3794619697146117,0.1519856741651892,28.599491715431213,502.007433859386,2.822397602528591,2.822397602528591,247.62332862249175,68942.48104872019,997.0258178996392,920.3379451786228,3438.7211013213564,3153.4327139896777,1101.4827782408042,936.6252620353392,1376.5597958943958,0.12964007,0.12964007,0.09421096
